attempt_id,user_id,session_id,mode,question_id,is_correct,answered_at
83,1,u1-s10,practice,27,0,2026-09-01 07:39:36
84,1,u1-s10,practice,43,1,2026-09-01 07:40:40
85,1,u1-s10,practice,38,1,2026-09-01 07:42:00
86,1,u1-s10,practice,37,1,2026-09-01 07:45:08
87,1,u1-s10,practice,34,1,2026-09-01 07:43:10
88,1,u1-s10,practice,21,0,2026-09-01 07:40:54
89,1,u1-s11,wrong_review,5,0,2026-09-01 16:18:18
90,1,u1-s11,wrong_review,35,0,2026-09-01 16:19:54
91,1,u1-s11,wrong_review,14,1,2026-09-01 16:21:18
92,1,u1-s11,wrong_review,33,0,2026-09-01 16:24:40
93,1,u1-s11,wrong_review,17,1,2026-09-01 16:27:25
94,1,u1-s11,wrong_review,9,0,2026-09-01 16:19:06
95,1,u1-s12,wrong_review,9,1,2026-09-04 01:38:27
96,1,u1-s12,wrong_review,17,1,2026-09-04 01:38:46
97,1,u1-s12,wrong_review,8,1,2026-09-04 01:41:33
98,1,u1-s12,wrong_review,7,0,2026-09-04 01:41:56
99,1,u1-s12,wrong_review,36,1,2026-09-04 01:46:50
100,1,u1-s12,wrong_review,10,1,2026-09-04 01:46:06
101,2,u2-s1,practice,11,1,2026-08-21 15:50:56
102,2,u2-s1,practice,29,1,2026-08-21 15:51:40
103,2,u2-s1,practice,36,1,2026-08-21 15:50:18
104,2,u2-s1,practice,28,1,2026-08-21 15:52:44
105,2,u2-s1,practice,43,0,2026-08-21 15:58:15
106,2,u2-s1,practice,1,0,2026-08-21 15:50:30
107,2,u2-s1,practice,8,0,2026-08-21 15:53:12
108,2,u2-s1,practice,5,1,2026-08-21 16:01:40
109,2,u2-s1,practice,10,1,2026-08-21 16:05:21
110,2,u2-s2,exam,11,1,2026-08-23 23:29:50
111,2,u2-s2,exam,12,0,2026-08-23 23:29:56
112,2,u2-s2,exam,27,0,2026-08-23 23:33:57
113,2,u2-s2,exam,2,1,2026-08-23 23:30:20
114,2,u2-s2,exam,44,0,2026-08-23 23:33:40
115,2,u2-s2,exam,22,1,2026-08-23 23:39:30
116,2,u2-s2,exam,43,1,2026-08-23 23:32:33
117,2,u2-s2,exam,16,1,2026-08-23 23:40:32
118,2,u2-s3,practice,18,1,2026-08-24 06:49:13
119,2,u2-s3,practice,23,1,2026-08-24 06:50:26
120,2,u2-s3,practice,42,1,2026-08-24 06:51:09
121,2,u2-s3,practice,33,1,2026-08-24 06:54:44
122,2,u2-s3,practice,26,1,2026-08-24 06:57:35
123,2,u2-s3,practice,35,1,2026-08-24 06:55:30
124,2,u2-s4,practice,13,0,2026-08-26 15:56:48
125,2,u2-s4,practice,17,1,2026-08-26 15:59:10
126,2,u2-s4,practice,3,1,2026-08-26 15:59:03
127,2,u2-s4,practice,28,1,2026-08-26 16:01:20
128,2,u2-s4,practice,1,1,2026-08-26 16:01:15
129,2,u2-s4,practice,34,0,2026-08-26 16:01:48
130,2,u2-s4,practice,35,1,2026-08-26 15:59:44
131,2,u2-s4,practice,45,1,2026-08-26 16:02:24
132,2,u2-s4,practice,24,1,2026-08-26 16:13:24
133,2,u2-s4,practice,42,1,2026-08-26 16:03:40
134,2,u2-s4,practice,5,1,2026-08-26 16:16:10
135,2,u2-s4,practice,22,1,2026-08-26 16:14:36
136,2,u2-s4,practice,21,1,2026-08-26 16:10:18
137,2,u2-s4,practice,8,1,2026-08-26 16:04:38
138,2,u2-s5,wrong_review,43,1,2026-08-29 00:47:46
139,2,u2-s5,wrong_review,6,1,2026-08-29 00:47:38
140,2,u2-s5,wrong_review,19,1,2026-08-29 00:47:45
141,2,u2-s5,wrong_review,33,1,2026-08-29 00:47:00
142,2,u2-s5,wrong_review,41,1,2026-08-29 00:51:50
143,2,u2-s5,wrong_review,40,1,2026-08-29 00:56:48
144,2,u2-s5,wrong_review,22,1,2026-08-29 00:53:21
145,2,u2-s6,exam,32,1,2026-08-31 10:58:41
146,2,u2-s6,exam,26,0,2026-08-31 10:58:50
147,2,u2-s6,exam,16,1,2026-08-31 11:03:36
148,2,u2-s6,exam,10,1,2026-08-31 11:03:08
149,2,u2-s6,exam,1,0,2026-08-31 11:05:10
150,2,u2-s6,exam,7,1,2026-08-31 11:08:36
151,2,u2-s6,exam,28,0,2026-08-31 11:08:16
152,2,u2-s6,exam,15,0,2026-08-31 11:07:52
153,2,u2-s6,exam,12,1,2026-08-31 11:10:00
154,2,u2-s6,exam,34,1,2026-08-31 11:03:00
155,2,u2-s6,exam,30,0,2026-08-31 11:10:50
156,2,u2-s7,practice,18,1,2026-09-01 16:46:59
157,2,u2-s7,practice,34,0,2026-09-01 16:49:20
158,2,u2-s7,practice,32,1,2026-09-01 16:49:09
159,2,u2-s7,practice,41,1,2026-09-01 16:51:16
160,2,u2-s7,practice,16,1,2026-09-01 16:47:25
161,2,u2-s7,practice,45,1,2026-09-01 16:52:18
162,2,u2-s7,practice,29,1,2026-09-01 16:58:36
163,2,u2-s7,practice,5,1,2026-09-01 16:59:12
164,2,u2-s7,practice,19,1,2026-09-01 17:02:03
165,2,u2-s7,practice,42,1,2026-09-01 16:57:50
166,2,u2-s7,practice,40,1,2026-09-01 16:56:05
167,2,u2-s7,practice,22,1,2026-09-01 16:57:48
168,2,u2-s7,practice,21,0,2026-09-01 17:11:08
169,2,u2-s7,practice,6,1,2026-09-01 17:10:30
170,2,u2-s7,practice,38,1,2026-09-01 17:14:00
171,3,u3-s1,practice,22,1,2026-08-20 17:27:27
172,3,u3-s1,practice,43,0,2026-08-20 17:28:06
173,3,u3-s1,practice,26,1,2026-08-20 17:29:54
174,3,u3-s1,practice,11,1,2026-08-20 17:31:32
175,3,u3-s1,practice,30,1,2026-08-20 17:35:55
176,3,u3-s1,practice,9,0,2026-08-20 17:31:30
177,3,u3-s1,practice,35,0,2026-08-20 17:40:32
178,3,u3-s1,practice,2,1,2026-08-20 17:42:28
179,3,u3-s1,practice,44,1,2026-08-20 17:28:48
180,3,u3-s1,practice,38,0,2026-08-20 17:29:40
181,3,u3-s1,practice,6,0,2026-08-20 17:36:54
182,3,u3-s2,wrong_review,2,1,2026-08-20 20:17:10
183,3,u3-s2,wrong_review,16,1,2026-08-20 20:18:44
184,3,u3-s2,wrong_review,13,0,2026-08-20 20:19:27
185,3,u3-s2,wrong_review,40,0,2026-08-20 20:23:12
186,3,u3-s2,wrong_review,10,1,2026-08-20 20:23:15
187,3,u3-s3,wrong_review,7,1,2026-08-22 23:06:56
188,3,u3-s3,wrong_review,38,0,2026-08-22 23:05:46
189,3,u3-s3,wrong_review,2,1,2026-08-22 23:07:24
190,3,u3-s3,wrong_review,20,0,2026-08-22 23:10:44
191,3,u3-s3,wrong_review,37,0,2026-08-22 23:14:15
192,3,u3-s3,wrong_review,25,0,2026-08-22 23:16:00
193,3,u3-s3,wrong_review,26,1,2026-08-22 23:14:06
194,3,u3-s3,wrong_review,13,1,2026-08-22 23:12:36
195,3,u3-s3,wrong_review,5,1,2026-08-22 23:18:48
196,3,u3-s4,practice,7,1,2026-08-24 01:00:55
197,3,u3-s4,practice,28,1,2026-08-24 01:00:28
198,3,u3-s4,practice,24,1,2026-08-24 01:01:03
199,3,u3-s4,practice,41,0,2026-08-24 01:00:24
200,3,u3-s4,practice,30,1,2026-08-24 01:04:35
201,3,u3-s4,practice,10,1,2026-08-24 01:05:54
202,3,u3-s4,practice,44,0,2026-08-24 01:10:05
203,3,u3-s4,practice,12,1,2026-08-24 01:00:44
204,3,u3-s4,practice,34,1,2026-08-24 01:06:39
205,3,u3-s4,practice,18,1,2026-08-24 01:05:10
206,3,u3-s4,practice,35,1,2026-08-24 01:06:53
207,3,u3-s4,practice,31,1,2026-08-24 01:16:12
208,3,u3-s5,practice,6,1,2026-08-26 06:34:12
209,3,u3-s5,practice,16,1,2026-08-26 06:35:16
210,3,u3-s5,practice,27,1,2026-08-26 06:36:03
211,3,u3-s5,practice,32,1,2026-08-26 06:39:36
212,3,u3-s5,practice,36,1,2026-08-26 06:40:40
213,3,u3-s5,practice,44,1,2026-08-26 06:40:24
214,3,u3-s5,practice,31,0,2026-08-26 06:43:20
215,3,u3-s5,practice,42,1,2026-08-26 06:47:12
216,3,u3-s6,practice,13,1,2026-08-27 11:54:11
217,3,u3-s6,practice,21,1,2026-08-27 11:55:50
218,3,u3-s6,practice,8,0,2026-08-27 11:56:51
219,3,u3-s6,practice,35,0,2026-08-27 11:54:28
220,3,u3-s6,practice,12,0,2026-08-27 11:56:55
221,3,u3-s6,practice,45,1,2026-08-27 11:56:12
222,3,u3-s7,practice,3,1,2026-08-28 13:39:11
223,3,u3-s7,practice,4,1,2026-08-28 13:39:06
224,3,u3-s7,practice,36,0,2026-08-28 13:40:06
225,3,u3-s7,practice,19,0,2026-08-28 13:42:44
226,3,u3-s7,practice,9,1,2026-08-28 13:39:30
227,3,u3-s7,practice,32,1,2026-08-28 13:39:54
228,3,u3-s7,practice,7,1,2026-08-28 13:49:19
229,3,u3-s7,practice,1,1,2026-08-28 13:41:52
230,3,u3-s7,practice,37,0,2026-08-28 13:45:12
231,3,u3-s8,exam,39,0,2026-08-28 17:45:17
232,3,u3-s8,exam,45,0,2026-08-28 17:48:28
233,3,u3-s8,exam,40,1,2026-08-28 17:50:21
234,3,u3-s8,exam,15,1,2026-08-28 17:47:28
235,3,u3-s8,exam,34,1,2026-08-28 17:46:40
236,3,u3-s8,exam,25,1,2026-08-28 17:48:12
237,3,u3-s8,exam,29,1,2026-08-28 17:48:30
238,3,u3-s8,exam,44,1,2026-08-28 17:53:56
239,3,u3-s8,exam,20,1,2026-08-28 17:55:30
240,3,u3-s8,exam,28,1,2026-08-28 17:51:30
241,3,u3-s8,exam,37,1,2026-08-28 17:53:26
242,4,u4-s1,exam,43,1,2026-08-20 19:51:09
243,4,u4-s1,exam,13,1,2026-08-20 19:53:18
244,4,u4-s1,exam,28,1,2026-08-20 19:52:12
245,4,u4-s1,exam,8,1,2026-08-20 19:54:52
246,4,u4-s1,exam,35,1,2026-08-20 19:57:10
247,4,u4-s1,exam,15,1,2026-08-20 19:56:30
248,4,u4-s1,exam,10,1,2026-08-20 20:00:09
249,4,u4-s1,exam,18,1,2026-08-20 19:52:48
250,4,u4-s1,exam,39,1,2026-08-20 20:04:24
251,4,u4-s1,exam,5,0,2026-08-20 20:03:50
252,4,u4-s1,exam,4,1,2026-08-20 19:52:12
253,4,u4-s1,exam,11,0,2026-08-20 20:09:12
254,4,u4-s1,exam,20,0,2026-08-20 20:07:59
255,4,u4-s1,exam,19,1,2026-08-20 20:14:44
256,4,u4-s2,exam,12,1,2026-08-21 04:24:35
257,4,u4-s2,exam,38,1,2026-08-21 04:24:00
258,4,u4-s2,exam,28,1,2026-08-21 04:27:54
259,4,u4-s2,exam,41,1,2026-08-21 04:29:16
260,4,u4-s2,exam,32,0,2026-08-21 04:32:30
261,4,u4-s2,exam,6,1,2026-08-21 04:24:24
262,4,u4-s2,exam,31,1,2026-08-21 04:28:50
263,4,u4-s2,exam,23,1,2026-08-21 04:26:12
264,4,u4-s2,exam,27,0,2026-08-21 04:32:09
265,4,u4-s3,wrong_review,27,0,2026-08-23 06:06:06
266,4,u4-s3,wrong_review,4,0,2026-08-23 06:07:24
267,4,u4-s3,wrong_review,13,1,2026-08-23 06:09:30
268,4,u4-s3,wrong_review,34,1,2026-08-23 06:07:40
269,4,u4-s3,wrong_review,24,1,2026-08-23 06:09:05
270,4,u4-s3,wrong_review,40,1,2026-08-23 06:13:00
271,4,u4-s3,wrong_review,32,1,2026-08-23 06:09:26
272,4,u4-s3,wrong_review,29,0,2026-08-23 06:08:12
273,4,u4-s3,wrong_review,44,1,2026-08-23 06:08:45
274,4,u4-s3,wrong_review,14,0,2026-08-23 06:09:50
275,4,u4-s3,wrong_review,18,1,2026-08-23 06:23:31
276,4,u4-s3,wrong_review,9,1,2026-08-23 06:25:00
277,4,u4-s4,practice,16,1,2026-08-24 13:59:50
278,4,u4-s4,practice,30,1,2026-08-24 14:01:50
279,4,u4-s4,practice,36,1,2026-08-24 14:03:06
280,4,u4-s4,practice,10,1,2026-08-24 14:03:40
281,4,u4-s4,practice,25,1,2026-08-24 14:05:50
282,4,u4-s4,practice,13,1,2026-08-24 14:00:54
283,4,u4-s4,practice,39,1,2026-08-24 14:06:17
284,4,u4-s4,practice,33,1,2026-08-24 14:08:40
285,4,u4-s4,practice,9,1,2026-08-24 14:06:42
286,4,u4-s4,practice,5,1,2026-08-24 14:06:30
287,4,u4-s4,practice,18,0,2026-08-24 14:16:09
288,4,u4-s4,practice,27,1,2026-08-24 14:09:48
289,4,u4-s5,practice,25,1,2026-08-24 21:01:08
290,4,u4-s5,practice,45,1,2026-08-24 21:00:56
291,4,u4-s5,practice,43,1,2026-08-24 21:04:39
292,4,u4-s5,practice,42,0,2026-08-24 21:01:16
293,4,u4-s5,practice,10,1,2026-08-24 21:03:35
294,4,u4-s5,practice,32,1,2026-08-24 21:09:48
295,4,u4-s5,practice,3,1,2026-08-24 21:02:20
296,4,u4-s5,practice,9,0,2026-08-24 21:15:52
297,4,u4-s5,practice,33,0,2026-08-24 21:11:42
298,4,u4-s5,practice,22,1,2026-08-24 21:08:20
299,4,u4-s5,practice,7,1,2026-08-24 21:19:37
300,4,u4-s5,practice,29,1,2026-08-24 21:15:48
301,4,u4-s6,practice,19,1,2026-08-25 07:04:28
302,4,u4-s6,practice,15,1,2026-08-25 07:06:04
303,4,u4-s6,practice,6,1,2026-08-25 07:09:33
304,4,u4-s6,practice,28,1,2026-08-25 07:06:08
305,4,u4-s6,practice,7,1,2026-08-25 07:08:50
306,4,u4-s6,practice,41,0,2026-08-25 07:08:00
307,4,u4-s6,practice,29,1,2026-08-25 07:13:48
308,4,u4-s6,practice,11,1,2026-08-25 07:13:12
309,4,u4-s6,practice,20,0,2026-08-25 07:14:12
310,4,u4-s6,practice,2,1,2026-08-25 07:05:50
311,4,u4-s6,practice,3,0,2026-08-25 07:16:39
312,4,u4-s6,practice,21,0,2026-08-25 07:23:12
313,4,u4-s6,practice,4,1,2026-08-25 07:08:07
314,4,u4-s6,practice,45,1,2026-08-25 07:16:36
315,4,u4-s6,practice,12,0,2026-08-25 07:16:00
316,4,u4-s7,practice,13,1,2026-08-27 14:49:39
317,4,u4-s7,practice,25,1,2026-08-27 14:51:52
318,4,u4-s7,practice,31,0,2026-08-27 14:50:15
319,4,u4-s7,practice,7,1,2026-08-27 14:56:00
320,4,u4-s7,practice,16,0,2026-08-27 14:56:45
321,4,u4-s7,practice,44,0,2026-08-27 14:56:42
322,4,u4-s7,practice,37,0,2026-08-27 15:01:32
323,4,u4-s7,practice,23,0,2026-08-27 14:54:08
324,4,u4-s7,practice,39,0,2026-08-27 14:53:51
325,5,u5-s1,practice,44,1,2026-08-23 14:39:35
326,5,u5-s1,practice,9,1,2026-08-23 14:41:38
327,5,u5-s1,practice,41,0,2026-08-23 14:41:48
328,5,u5-s1,practice,7,1,2026-08-23 14:41:56
329,5,u5-s1,practice,43,0,2026-08-23 14:42:30
330,5,u5-s1,practice,3,0,2026-08-23 14:46:06
331,5,u5-s1,practice,20,0,2026-08-23 14:44:29
332,5,u5-s1,practice,29,0,2026-08-23 14:46:04
333,5,u5-s1,practice,40,0,2026-08-23 14:49:21
334,5,u5-s1,practice,24,0,2026-08-23 14:43:40
335,5,u5-s1,practice,45,0,2026-08-23 14:45:58
336,5,u5-s1,practice,6,0,2026-08-23 14:59:24
337,5,u5-s1,practice,19,0,2026-08-23 14:52:00
338,5,u5-s1,practice,21,0,2026-08-23 15:05:08
339,5,u5-s1,practice,36,1,2026-08-23 14:44:15
340,5,u5-s2,practice,24,0,2026-08-24 15:56:31
341,5,u5-s2,practice,44,0,2026-08-24 15:58:18
342,5,u5-s2,practice,17,1,2026-08-24 15:58:06
343,5,u5-s2,practice,38,1,2026-08-24 15:56:00
344,5,u5-s2,practice,25,0,2026-08-24 15:59:00
345,5,u5-s2,practice,45,0,2026-08-24 15:57:24
346,5,u5-s2,practice,7,1,2026-08-24 16:04:06
347,5,u5-s2,practice,15,1,2026-08-24 16:04:04
348,5,u5-s2,practice,31,1,2026-08-24 16:10:45
349,5,u5-s2,practice,2,0,2026-08-24 16:08:10
350,5,u5-s2,practice,21,1,2026-08-24 16:14:15
351,5,u5-s2,practice,42,0,2026-08-24 16:07:36
352,5,u5-s3,practice,18,0,2026-08-26 18:49:32
353,5,u5-s3,practice,3,1,2026-08-26 18:50:00
354,5,u5-s3,practice,24,1,2026-08-26 18:49:15
355,5,u5-s3,practice,14,0,2026-08-26 18:55:40
356,5,u5-s3,practice,29,1,2026-08-26 18:55:50
357,5,u5-s3,practice,41,1,2026-08-26 18:57:06
358,5,u5-s3,practice,16,1,2026-08-26 18:49:24
359,5,u5-s3,practice,43,1,2026-08-26 18:54:56
360,5,u5-s3,practice,7,1,2026-08-26 18:51:54
361,5,u5-s3,practice,38,0,2026-08-26 18:54:00
362,5,u5-s3,practice,35,1,2026-08-26 19:07:37
363,5,u5-s4,practice,22,1,2026-08-28 23:25:32
364,5,u5-s4,practice,10,1,2026-08-28 23:29:00
365,5,u5-s4,practice,39,1,2026-08-28 23:25:33
366,5,u5-s4,practice,1,1,2026-08-28 23:32:20
367,5,u5-s4,practice,18,1,2026-08-28 23:29:15
368,5,u5-s4,practice,44,1,2026-08-28 23:29:18
369,5,u5-s4,practice,9,1,2026-08-28 23:37:08
370,5,u5-s4,practice,35,1,2026-08-28 23:28:12
371,5,u5-s5,practice,33,1,2026-08-31 01:55:13
372,5,u5-s5,practice,38,1,2026-08-31 01:57:22
373,5,u5-s5,practice,7,0,2026-08-31 01:58:12
374,5,u5-s5,practice,29,1,2026-08-31 01:59:48
375,5,u5-s5,practice,45,0,2026-08-31 02:00:30
376,5,u5-s5,practice,15,1,2026-08-31 01:57:00
377,5,u5-s5,practice,3,1,2026-08-31 01:58:16
378,5,u5-s5,practice,34,1,2026-08-31 02:01:00
379,5,u5-s5,practice,20,0,2026-08-31 02:07:36
380,5,u5-s5,practice,30,1,2026-08-31 02:03:30
381,5,u5-s6,practice,39,1,2026-09-01 12:28:22
382,5,u5-s6,practice,28,1,2026-09-01 12:29:40
383,5,u5-s6,practice,7,0,2026-09-01 12:30:51
384,5,u5-s6,practice,8,0,2026-09-01 12:34:28
385,5,u5-s6,practice,36,0,2026-09-01 12:29:30
386,5,u5-s6,practice,14,1,2026-09-01 12:30:00
387,5,u5-s6,practice,44,1,2026-09-01 12:30:34
388,5,u5-s6,practice,29,0,2026-09-01 12:35:36
389,5,u5-s6,practice,15,0,2026-09-01 12:40:09
390,5,u5-s6,practice,27,1,2026-09-01 12:41:30
391,5,u5-s6,practice,22,1,2026-09-01 12:45:25
392,5,u5-s6,practice,30,1,2026-09-01 12:39:00
393,5,u5-s6,practice,26,0,2026-09-01 12:50:58
394,5,u5-s7,exam,7,1,2026-09-02 13:47:47
395,5,u5-s7,exam,37,1,2026-09-02 13:47:16
396,5,u5-s7,exam,33,0,2026-09-02 13:51:54
397,5,u5-s7,exam,14,1,2026-09-02 13:53:12
398,5,u5-s7,exam,10,0,2026-09-02 13:53:20
399,5,u5-s7,exam,31,1,2026-09-02 13:54:06
400,5,u5-s7,exam,15,1,2026-09-02 13:56:58
401,5,u5-s7,exam,45,0,2026-09-02 13:51:52
402,5,u5-s7,exam,23,1,2026-09-02 13:52:36
403,5,u5-s7,exam,36,0,2026-09-02 13:54:10
404,5,u5-s8,practice,37,0,2026-09-03 19:46:37
405,5,u5-s8,practice,43,1,2026-09-03 19:48:16
406,5,u5-s8,practice,26,1,2026-09-03 19:48:51
407,5,u5-s8,practice,5,1,2026-09-03 19:49:24
408,5,u5-s8,practice,10,0,2026-09-03 19:52:50
409,5,u5-s8,practice,2,0,2026-09-03 19:47:36
410,5,u5-s8,practice,6,1,2026-09-03 19:58:22
411,6,u6-s1,exam,39,1,2026-08-20 19:28:49
412,6,u6-s1,exam,29,1,2026-08-20 19:30:00
413,6,u6-s1,exam,27,0,2026-08-20 19:28:51
414,6,u6-s1,exam,18,1,2026-08-20 19:31:12
415,6,u6-s1,exam,14,0,2026-08-20 19:37:00
416,6,u6-s1,exam,33,1,2026-08-20 19:32:12
417,6,u6-s1,exam,8,1,2026-08-20 19:30:55
418,6,u6-s1,exam,23,1,2026-08-20 19:42:00
419,6,u6-s1,exam,28,1,2026-08-20 19:31:54
420,6,u6-s1,exam,45,1,2026-08-20 19:44:40
421,6,u6-s1,exam,19,1,2026-08-20 19:42:51
422,6,u6-s1,exam,32,0,2026-08-20 19:50:36
423,6,u6-s2,wrong_review,28,1,2026-08-21 21:54:23
424,6,u6-s2,wrong_review,2,1,2026-08-21 21:56:02
425,6,u6-s2,wrong_review,30,1,2026-08-21 21:54:12
426,6,u6-s2,wrong_review,5,1,2026-08-21 21:56:24
427,6,u6-s2,wrong_review,21,1,2026-08-21 22:00:25
428,6,u6-s3,practice,16,1,2026-08-23 03:58:49
429,6,u6-s3,practice,28,0,2026-08-23 03:59:16
430,6,u6-s3,practice,38,1,2026-08-23 03:59:33
431,6,u6-s3,practice,26,1,2026-08-23 04:04:04
432,6,u6-s3,practice,34,1,2026-08-23 04:04:15
433,6,u6-s3,practice,6,1,2026-08-23 04:08:54
434,6,u6-s4,wrong_review,10,0,2026-08-24 10:44:50
435,6,u6-s4,wrong_review,16,1,2026-08-24 10:44:36
436,6,u6-s4,wrong_review,7,1,2026-08-24 10:48:30
437,6,u6-s4,wrong_review,45,1,2026-08-24 10:47:00
438,6,u6-s4,wrong_review,17,1,2026-08-24 10:48:35
439,6,u6-s4,wrong_review,13,1,2026-08-24 10:48:54
440,6,u6-s4,wrong_review,12,1,2026-08-24 10:45:38
441,6,u6-s4,wrong_review,42,1,2026-08-24 10:59:28
442,6,u6-s4,wrong_review,5,1,2026-08-24 10:57:48
443,6,u6-s4,wrong_review,39,0,2026-08-24 11:03:50
444,6,u6-s4,wrong_review,32,1,2026-08-24 10:59:46
445,6,u6-s4,wrong_review,30,1,2026-08-24 10:57:48
446,6,u6-s4,wrong_review,29,1,2026-08-24 11:08:03
447,6,u6-s4,wrong_review,21,0,2026-08-24 10:47:30
448,6,u6-s4,wrong_review,28,1,2026-08-24 11:12:15
449,6,u6-s5,exam,10,1,2026-08-26 15:04:46
450,6,u6-s5,exam,4,1,2026-08-26 15:07:38
451,6,u6-s5,exam,29,1,2026-08-26 15:08:18
452,6,u6-s5,exam,7,1,2026-08-26 15:10:00
453,6,u6-s5,exam,22,1,2026-08-26 15:05:30
454,6,u6-s5,exam,6,1,2026-08-26 15:12:06
455,6,u6-s5,exam,33,1,2026-08-26 15:09:22
456,6,u6-s5,exam,12,1,2026-08-26 15:19:52
